Namespace(batch_size=128, bit_range=2, code=[1, 1, 1, 1, 1, 1, 1], concat_n=1, do_test=True, do_train=True, dropout=0.5, exp_name=PosixPath('lstm_8_512_0.5_concat_1'), ga=True, hidden_dim=512, hidden_layers=8, label=36, lr=0.0003, m_type='lstm', max_node=7, nhead=64, num_chrom=20, num_epoch=500, num_iter=50, patience=1000, rate_cross=0.8, rate_mutate=0.3, seed=6666)
[ 01/20 ] <[1 1 1 1 1 0 1]> <[1 1 1 1 1 0 1]> Train loss = 0.44796| Valid loss = 0.22038-> best
[ 02/20 ] <[1 1 1 1 1 1 0]> Train loss = 0.71514| Valid loss = 0.56836
[ 03/20 ] <[0 1 0 1 0 1 1]> <[0 1 0 1 0 1 1]> Train loss = 0.47229| Valid loss = 0.17779-> best
[ 04/20 ] <[0 0 0 1 0 1 0]> Train loss = 0.73154| Valid loss = 0.58016
[ 05/20 ] <[0 0 1 1 1 0 1]> Train loss = 0.45338| Valid loss = 0.24576
[ 06/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.47958| Valid loss = 0.19370
[ 07/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.47958| Valid loss = 0.19370
[ 08/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.94867| Valid loss = 0.63883
[ 09/20 ] <[0 0 1 1 0 1 0]> Train loss = 0.70327| Valid loss = 0.57004
[ 10/20 ] <[1 0 0 1 1 0 1]> Train loss = 0.44939| Valid loss = 0.25235
[ 11/20 ] <[0 0 1 0 0 1 1]> Train loss = 0.58292| Valid loss = 0.21689
[ 12/20 ] <[0 0 0 1 0 1 1]> <[0 0 0 1 0 1 1]> Train loss = 0.51741| Valid loss = 0.17765-> best
[ 13/20 ] <[0 1 1 0 1 0 1]> Train loss = 0.47382| Valid loss = 0.20053
[ 14/20 ] <[1 0 1 0 0 1 0]> Train loss = 0.94007| Valid loss = 0.62745
[ 15/20 ] <[1 0 0 0 0 0 0]> Train loss = 1.00085| Valid loss = 0.63810
[ 16/20 ] <[0 1 0 0 1 0 0]> Train loss = 0.73998| Valid loss = 0.59217
[ 17/20 ] <[0 1 1 1 1 0 1]> Train loss = 0.45497| Valid loss = 0.23974
[ 18/20 ] <[0 1 0 1 0 0 1]> Train loss = 0.45192| Valid loss = 0.19012
[ 19/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.06395| Valid loss = 0.64195
[ 20/20 ] <[0 1 0 1 1 1 1]> Train loss = 0.44615| Valid loss = 0.23400

====[ GA iter 01/50 ]====
[ 01/20 ] <[1 0 0 1 1 1 1]> Train loss = 0.44687| Valid loss = 0.22886
[ 02/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.00564| Valid loss = 0.65086
[ 03/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.94867| Valid loss = 0.63883
[ 04/20 ] <[1 1 1 1 0 0 1]> Train loss = 0.45940| Valid loss = 0.19939
[ 05/20 ] <[1 0 1 0 1 1 0]> Train loss = 0.74422| Valid loss = 0.58756
[ 06/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 07/20 ] <[1 1 0 1 0 0 0]> Train loss = 0.72032| Valid loss = 0.57012
[ 08/20 ] <[1 0 0 0 1 1 0]> Train loss = 0.70645| Valid loss = 0.58886
[ 09/20 ] <[1 1 1 0 0 1 1]> Train loss = 0.59080| Valid loss = 0.22810
[ 10/20 ] <[0 0 1 1 1 1 0]> Train loss = 0.69952| Valid loss = 0.56404
[ 11/20 ] <[0 1 0 1 1 0 1]> Train loss = 0.48689| Valid loss = 0.24403
[ 12/20 ] <[1 1 0 1 0 1 1]> Train loss = 0.48529| Valid loss = 0.18247
[ 13/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.94867| Valid loss = 0.63883
[ 14/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.06395| Valid loss = 0.64195
[ 15/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.70130| Valid loss = 0.23136
[ 16/20 ] <[0 0 1 1 1 1 0]> Train loss = 0.69952| Valid loss = 0.56404
[ 17/20 ] <[0 1 0 1 0 1 0]> Train loss = 0.80274| Valid loss = 0.56948
[ 18/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.70130| Valid loss = 0.23136
[ 19/20 ] <[0 1 0 0 1 0 0]> Train loss = 0.73998| Valid loss = 0.59217
[ 20/20 ] <[1 1 1 1 0 0 1]> Train loss = 0.45940| Valid loss = 0.19939

====[ GA iter 02/50 ]====
[ 01/20 ] <[1 1 0 1 0 1 1]> Train loss = 0.48529| Valid loss = 0.18247
[ 02/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 03/20 ] <[1 1 1 0 0 1 0]> Train loss = 1.04833| Valid loss = 0.64496
[ 04/20 ] <[1 0 0 0 1 1 1]> Train loss = 0.44442| Valid loss = 0.18786
[ 05/20 ] <[1 0 0 0 0 0 1]> Train loss = 0.63433| Valid loss = 0.24058
[ 06/20 ] <[0 0 0 1 0 1 0]> Train loss = 0.73154| Valid loss = 0.58016
[ 07/20 ] <[0 0 1 0 0 1 1]> Train loss = 0.58292| Valid loss = 0.21689
[ 08/20 ] <[1 1 0 1 0 0 1]> Train loss = 0.45838| Valid loss = 0.18577
[ 09/20 ] <[0 1 0 0 1 1 0]> Train loss = 0.76584| Valid loss = 0.58129
[ 10/20 ] <[0 0 0 0 0 0 0]> Train loss = 1.01414| Valid loss = 0.64870
[ 11/20 ] <[0 1 0 1 1 0 0]> Train loss = 0.75399| Valid loss = 0.56278
[ 12/20 ] <[0 1 0 1 0 1 0]> Train loss = 0.80274| Valid loss = 0.56948
[ 13/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.70130| Valid loss = 0.23136
[ 14/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.00564| Valid loss = 0.65086
[ 15/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.70130| Valid loss = 0.23136
[ 16/20 ] <[0 0 0 0 1 1 0]> Train loss = 0.87403| Valid loss = 0.59155
[ 17/20 ] <[0 0 0 0 1 1 0]> Train loss = 0.87403| Valid loss = 0.59155
[ 18/20 ] <[1 0 0 0 0 0 1]> Train loss = 0.63433| Valid loss = 0.24058
[ 19/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.94867| Valid loss = 0.63883
[ 20/20 ] <[0 0 1 0 1 1 0]> Train loss = 0.74712| Valid loss = 0.58955

====[ GA iter 03/50 ]====
[ 01/20 ] <[0 1 0 0 1 1 0]> Train loss = 0.76584| Valid loss = 0.58129
[ 02/20 ] <[0 0 0 0 0 0 0]> Train loss = 1.01414| Valid loss = 0.64870
[ 03/20 ] <[0 1 0 1 1 0 0]> Train loss = 0.75399| Valid loss = 0.56278
[ 04/20 ] <[0 1 0 0 1 1 0]> Train loss = 0.76584| Valid loss = 0.58129
[ 05/20 ] <[0 1 0 0 0 1 0]> Train loss = 1.12576| Valid loss = 0.64311
[ 06/20 ] <[0 0 0 0 1 0 1]> Train loss = 0.54199| Valid loss = 0.19861
[ 07/20 ] <[0 0 0 1 1 0 0]> Train loss = 0.76953| Valid loss = 0.56667
[ 08/20 ] <[0 1 1 0 0 1 1]> Train loss = 0.57466| Valid loss = 0.22860
[ 09/20 ] <[1 1 0 1 0 1 0]> Train loss = 0.73111| Valid loss = 0.57367
[ 10/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 11/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.70130| Valid loss = 0.23136
[ 12/20 ] <[0 0 0 0 0 0 0]> Train loss = 1.01414| Valid loss = 0.64870
[ 13/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 14/20 ] <[1 1 0 1 1 0 1]> Train loss = 0.44968| Valid loss = 0.22722
[ 15/20 ] <[0 0 1 0 0 1 0]> Train loss = 1.05115| Valid loss = 0.65120
[ 16/20 ] <[0 0 0 1 0 0 0]> Train loss = 0.74565| Valid loss = 0.57216
[ 17/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 18/20 ] <[1 1 0 0 0 0 1]> Train loss = 0.65943| Valid loss = 0.25155
[ 19/20 ] <[1 0 0 0 1 0 1]> Train loss = 0.46139| Valid loss = 0.19302
[ 20/20 ] <[0 0 0 0 0 1 1]> Train loss = 0.65421| Valid loss = 0.21513

====[ GA iter 04/50 ]====
[ 01/20 ] <[1 0 0 1 0 0 1]> Train loss = 0.46720| Valid loss = 0.18221
[ 02/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 03/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 04/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.47958| Valid loss = 0.19370
[ 05/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.00564| Valid loss = 0.65086
[ 06/20 ] <[1 0 0 0 1 0 0]> Train loss = 0.75501| Valid loss = 0.59339
[ 07/20 ] <[0 0 1 0 0 0 1]> Train loss = 0.62976| Valid loss = 0.24472
[ 08/20 ] <[0 0 0 1 1 0 0]> Train loss = 0.76953| Valid loss = 0.56667
[ 09/20 ] <[1 1 0 0 0 0 1]> Train loss = 0.65943| Valid loss = 0.25155
[ 10/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 11/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.00564| Valid loss = 0.65086
[ 12/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 13/20 ] <[0 1 0 1 1 0 1]> Train loss = 0.48689| Valid loss = 0.24403
[ 14/20 ] <[1 1 0 0 0 1 0]> Train loss = 1.00268| Valid loss = 0.64259
[ 15/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 16/20 ] <[0 0 0 0 1 0 1]> Train loss = 0.54199| Valid loss = 0.19861
[ 17/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.94867| Valid loss = 0.63883
[ 18/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 19/20 ] <[0 0 0 1 1 0 0]> Train loss = 0.76953| Valid loss = 0.56667
[ 20/20 ] <[0 1 1 0 0 0 1]> Train loss = 0.63777| Valid loss = 0.24480

====[ GA iter 05/50 ]====
[ 01/20 ] <[0 0 1 0 1 0 0]> Train loss = 0.75379| Valid loss = 0.58114
[ 02/20 ] <[0 0 0 1 1 0 0]> Train loss = 0.76953| Valid loss = 0.56667
[ 03/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 04/20 ] <[1 0 1 0 0 0 1]> Train loss = 0.64565| Valid loss = 0.24602
[ 05/20 ] <[0 0 1 0 1 0 0]> Train loss = 0.75379| Valid loss = 0.58114
[ 06/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 07/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 08/20 ] <[1 0 0 1 0 0 1]> Train loss = 0.46720| Valid loss = 0.18221
[ 09/20 ] <[1 0 0 0 0 1 0]> Train loss = 1.20104| Valid loss = 0.65208
[ 10/20 ] <[1 1 0 1 0 0 1]> Train loss = 0.45838| Valid loss = 0.18577
[ 11/20 ] <[1 1 0 0 0 0 1]> Train loss = 0.65943| Valid loss = 0.25155
[ 12/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 13/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 14/20 ] <[0 1 1 0 0 0 0]> Train loss = 1.02041| Valid loss = 0.64338
[ 15/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 16/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.00564| Valid loss = 0.65086
[ 17/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 18/20 ] <[1 0 0 0 0 1 0]> Train loss = 1.20104| Valid loss = 0.65208
[ 19/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 20/20 ] <[1 0 0 1 0 0 1]> Train loss = 0.46720| Valid loss = 0.18221

====[ GA iter 06/50 ]====
[ 01/20 ] <[1 0 0 1 1 0 0]> Train loss = 0.75251| Valid loss = 0.57163
[ 02/20 ] <[0 0 0 0 0 0 0]> Train loss = 1.01414| Valid loss = 0.64870
[ 03/20 ] <[0 1 1 0 1 0 1]> Train loss = 0.47382| Valid loss = 0.20053
[ 04/20 ] <[0 0 0 1 1 0 0]> Train loss = 0.76953| Valid loss = 0.56667
[ 05/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 06/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 07/20 ] <[0 0 1 0 1 0 0]> Train loss = 0.75379| Valid loss = 0.58114
[ 08/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 09/20 ] <[0 0 1 0 1 0 1]> Train loss = 0.47540| Valid loss = 0.19917
[ 10/20 ] <[1 0 1 0 0 1 0]> Train loss = 0.94007| Valid loss = 0.62745
[ 11/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 12/20 ] <[1 0 1 0 0 1 0]> Train loss = 0.94007| Valid loss = 0.62745
[ 13/20 ] <[1 1 0 0 1 0 1]> Train loss = 0.47457| Valid loss = 0.20031
[ 14/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.49551| Valid loss = 0.19090
[ 15/20 ] <[0 0 0 1 0 0 1]> Train loss = 0.51957| Valid loss = 0.18897
[ 16/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.00564| Valid loss = 0.65086
[ 17/20 ] <[0 0 1 0 1 0 0]> Train loss = 0.75379| Valid loss = 0.58114
