Namespace(batch_size=128, bit_range=2, code=[1, 1, 1, 1, 1, 1, 1], concat_n=1, do_test=True, do_train=True, dropout=0.5, exp_name=PosixPath('lstm_8_512_0.5_minmax_concat_1'), ga=True, hidden_dim=512, hidden_layers=8, label=36, lr=0.0003, m_type='lstm', max_node=7, nhead=64, num_chrom=20, num_epoch=500, num_iter=50, patience=1000, rate_cross=0.8, rate_mutate=0.3, seed=6666)
[ 01/20 ] <[1 1 1 1 1 0 1]> <[1 1 1 1 1 0 1]> Train loss = 1.07115| Valid loss = 0.65041-> best
[ 02/20 ] <[1 1 1 1 1 1 0]> <[1 1 1 1 1 1 0]> Train loss = 0.99918| Valid loss = 0.64262-> best
[ 03/20 ] <[0 1 0 1 0 1 1]> Train loss = 1.06537| Valid loss = 0.65702
[ 04/20 ] <[0 0 0 1 0 1 0]> Train loss = 1.01120| Valid loss = 0.64995
[ 05/20 ] <[0 0 1 1 1 0 1]> Train loss = 1.07127| Valid loss = 0.64877
[ 06/20 ] <[1 0 1 0 1 0 1]> <[1 0 1 0 1 0 1]> Train loss = 1.04897| Valid loss = 0.64059-> best
[ 07/20 ] <[1 0 1 0 1 0 1]> Train loss = 1.04897| Valid loss = 0.64059
[ 08/20 ] <[0 0 0 0 0 1 0]> Train loss = 1.02030| Valid loss = 0.64596
[ 09/20 ] <[0 0 1 1 0 1 0]> <[0 0 1 1 0 1 0]> Train loss = 1.03755| Valid loss = 0.63209-> best
[ 10/20 ] <[1 0 0 1 1 0 1]> Train loss = 1.04941| Valid loss = 0.65770
[ 11/20 ] <[0 0 1 0 0 1 1]> <[0 0 1 0 0 1 1]> Train loss = 1.04622| Valid loss = 0.62829-> best
[ 12/20 ] <[0 0 0 1 0 1 1]> Train loss = 1.00878| Valid loss = 0.66144
[ 13/20 ] <[0 1 1 0 1 0 1]> Train loss = 1.05881| Valid loss = 0.64249
[ 14/20 ] <[1 0 1 0 0 1 0]> Train loss = 1.05484| Valid loss = 0.63328
[ 15/20 ] <[1 0 0 0 0 0 0]> Train loss = 1.05779| Valid loss = 0.63794
[ 16/20 ] <[0 1 0 0 1 0 0]> Train loss = 1.15226| Valid loss = 0.64092
[ 17/20 ] <[0 1 1 1 1 0 1]> Train loss = 1.06292| Valid loss = 0.64750
[ 18/20 ] <[0 1 0 1 0 0 1]> Train loss = 1.05974| Valid loss = 0.65477
[ 19/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.07789| Valid loss = 0.64098
[ 20/20 ] <[0 1 0 1 1 1 1]> Train loss = 1.01597| Valid loss = 0.64847

====[ GA iter 01/50 ]====
[ 01/20 ] <[1 0 0 1 1 1 1]> Train loss = 1.05944| Valid loss = 0.64213
[ 02/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.19406| Valid loss = 0.63334
[ 03/20 ] <[0 0 0 0 0 1 0]> Train loss = 1.02030| Valid loss = 0.64596
[ 04/20 ] <[1 1 1 1 0 0 1]> Train loss = 1.06336| Valid loss = 0.64722
[ 05/20 ] <[1 0 1 0 1 1 0]> Train loss = 1.01361| Valid loss = 0.63843
[ 06/20 ] <[0 0 1 1 0 0 1]> Train loss = 1.07267| Valid loss = 0.64281
[ 07/20 ] <[1 1 0 1 0 0 0]> Train loss = 0.99454| Valid loss = 0.64225
[ 08/20 ] <[1 0 0 0 1 1 0]> Train loss = 1.03950| Valid loss = 0.63799
[ 09/20 ] <[1 1 1 0 0 1 1]> Train loss = 1.04222| Valid loss = 0.64225
[ 10/20 ] <[0 0 1 1 1 1 0]> Train loss = 1.02449| Valid loss = 0.64629
[ 11/20 ] <[0 1 0 1 1 0 1]> Train loss = 1.00477| Valid loss = 0.64193
[ 12/20 ] <[1 1 1 1 1 1 1]> Train loss = 1.05626| Valid loss = 0.64122
[ 13/20 ] <[0 0 0 0 0 1 0]> Train loss = 1.02030| Valid loss = 0.64596
[ 14/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.07789| Valid loss = 0.64098
[ 15/20 ] <[0 0 0 0 0 0 1]> Train loss = 1.02163| Valid loss = 0.63279
[ 16/20 ] <[0 0 1 1 1 1 0]> Train loss = 1.02449| Valid loss = 0.64629
[ 17/20 ] <[0 1 0 1 0 1 0]> Train loss = 1.43065| Valid loss = 0.65029
[ 18/20 ] <[0 0 0 0 0 0 1]> Train loss = 1.02163| Valid loss = 0.63279
[ 19/20 ] <[0 1 0 0 1 0 0]> Train loss = 1.15226| Valid loss = 0.64092
[ 20/20 ] <[1 1 1 1 0 0 1]> Train loss = 1.06336| Valid loss = 0.64722

====[ GA iter 02/50 ]====
[ 01/20 ] <[1 1 1 1 1 1 1]> Train loss = 1.05626| Valid loss = 0.64122
[ 02/20 ] <[0 0 1 1 0 0 1]> Train loss = 1.07267| Valid loss = 0.64281
[ 03/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.07789| Valid loss = 0.64098
[ 04/20 ] <[1 0 0 0 1 1 0]> Train loss = 1.03950| Valid loss = 0.63799
[ 05/20 ] <[1 0 0 1 1 1 0]> Train loss = 1.09166| Valid loss = 0.64150
[ 06/20 ] <[1 0 1 0 1 1 0]> Train loss = 1.01361| Valid loss = 0.63843
[ 07/20 ] <[1 1 0 0 0 0 1]> Train loss = 1.07090| Valid loss = 0.64313
[ 08/20 ] <[0 1 1 1 1 1 1]> Train loss = 1.05439| Valid loss = 0.63251
[ 09/20 ] <[0 0 0 0 0 1 0]> Train loss = 1.02030| Valid loss = 0.64596
[ 10/20 ] <[1 0 0 1 1 1 1]> Train loss = 1.05944| Valid loss = 0.64213
[ 11/20 ] <[0 1 0 1 1 0 0]> Train loss = 1.02720| Valid loss = 0.63904
[ 12/20 ] <[0 1 0 1 0 1 0]> Train loss = 1.43065| Valid loss = 0.65029
[ 13/20 ] <[0 0 0 0 0 0 1]> Train loss = 1.02163| Valid loss = 0.63279
[ 14/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.19406| Valid loss = 0.63334
[ 15/20 ] <[0 0 0 0 0 0 1]> Train loss = 1.02163| Valid loss = 0.63279
[ 16/20 ] <[0 0 0 0 1 1 0]> Train loss = 1.00663| Valid loss = 0.64859
[ 17/20 ] <[0 0 0 0 1 1 0]> Train loss = 1.00663| Valid loss = 0.64859
