Namespace(batch_size=128, bit_range=2, code=[0, 1, 0, 0, 0, 0, 1], concat_n=1, do_test=True, do_train=True, dropout=0.5, exp_name=PosixPath('transformer_8_512_64_0.5_concat_1'), ga=True, hidden_dim=512, hidden_layers=8, label=36, lr=0.0003, m_type='transformer', max_node=7, nhead=64, num_chrom=20, num_epoch=500, num_iter=50, patience=1000, rate_cross=0.8, rate_mutate=0.3, seed=6666)
[ 01/20 ] <[1 1 1 1 1 0 1]> <[1 1 1 1 1 0 1]> Train loss = 0.51014| Valid loss = 0.22308-> best
[ 02/20 ] <[1 1 1 1 1 1 0]> Train loss = 0.80664| Valid loss = 0.56958
[ 03/20 ] <[0 1 0 1 0 1 1]> Train loss = 0.46940| Valid loss = 0.25412
[ 04/20 ] <[0 0 0 1 0 1 0]> Train loss = 0.85617| Valid loss = 0.56516
[ 05/20 ] <[0 0 1 1 1 0 1]> Train loss = 0.51429| Valid loss = 0.22671
[ 06/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.49663| Valid loss = 0.25876
[ 07/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.49663| Valid loss = 0.25876
[ 08/20 ] <[0 0 0 0 0 1 0]> Train loss = 1.02416| Valid loss = 0.65358
[ 09/20 ] <[0 0 1 1 0 1 0]> Train loss = 0.74964| Valid loss = 0.56324
[ 10/20 ] <[1 0 0 1 1 0 1]> Train loss = 0.46575| Valid loss = 0.26741
[ 11/20 ] <[0 0 1 0 0 1 1]> Train loss = 0.78998| Valid loss = 0.30244
[ 12/20 ] <[0 0 0 1 0 1 1]> Train loss = 0.69431| Valid loss = 0.41163
[ 13/20 ] <[0 1 1 0 1 0 1]> Train loss = 0.49436| Valid loss = 0.22603
[ 14/20 ] <[1 0 1 0 0 1 0]> Train loss = 1.15631| Valid loss = 0.64686
[ 15/20 ] <[1 0 0 0 0 0 0]> Train loss = 1.08696| Valid loss = 0.62861
[ 16/20 ] <[0 1 0 0 1 0 0]> Train loss = 0.90903| Valid loss = 0.58134
[ 17/20 ] <[0 1 1 1 1 0 1]> Train loss = 0.61816| Valid loss = 0.40122
[ 18/20 ] <[0 1 0 1 0 0 1]> Train loss = 0.50478| Valid loss = 0.23309
[ 19/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.49766| Valid loss = 0.65394
[ 20/20 ] <[0 1 0 1 1 1 1]> Train loss = 0.47425| Valid loss = 0.24383

====[ GA iter 01/50 ]====
[ 01/20 ] <[1 0 0 1 1 1 1]> Train loss = 0.60514| Valid loss = 0.38718
[ 02/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.03389| Valid loss = 0.64504
[ 03/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.49663| Valid loss = 0.25876
[ 04/20 ] <[1 1 1 1 0 0 1]> <[1 1 1 1 0 0 1]> Train loss = 0.58320| Valid loss = 0.20939-> best
[ 05/20 ] <[1 0 1 0 1 1 0]> Train loss = 0.84718| Valid loss = 0.59210
[ 06/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.65756| Valid loss = 0.23420
[ 07/20 ] <[1 1 0 1 0 0 0]> Train loss = 0.78271| Valid loss = 0.56214
