Namespace(batch_size=128, bit_range=2, code=[1, 1, 1, 1, 1, 1, 1], concat_n=5, do_test=True, do_train=True, dropout=0.5, exp_name=PosixPath('gru_8_512_0.5_concat_5'), ga=True, hidden_dim=512, hidden_layers=8, label=36, lr=0.0003, m_type='gru', max_node=7, nhead=64, num_chrom=20, num_epoch=500, num_iter=50, patience=1000, rate_cross=0.8, rate_mutate=0.3, seed=6666)
[ 01/20 ] <[1 1 1 1 1 0 1]> <[1 1 1 1 1 0 1]> Train loss = 0.43587| Valid loss = 0.39174-> best
[ 02/20 ] <[1 1 1 1 1 1 0]> Train loss = 0.78790| Valid loss = 0.60391
[ 03/20 ] <[0 1 0 1 0 1 1]> <[0 1 0 1 0 1 1]> Train loss = 0.40840| Valid loss = 0.21154-> best
[ 04/20 ] <[0 0 0 1 0 1 0]> Train loss = 0.74021| Valid loss = 0.59043
[ 05/20 ] <[0 0 1 1 1 0 1]> Train loss = 0.45537| Valid loss = 0.44280
[ 06/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.40473| Valid loss = 0.25155
[ 07/20 ] <[1 0 1 0 1 0 1]> Train loss = 0.40473| Valid loss = 0.25155
[ 08/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.88384| Valid loss = 0.61076
[ 09/20 ] <[0 0 1 1 0 1 0]> Train loss = 0.75608| Valid loss = 0.58035
[ 10/20 ] <[1 0 0 1 1 0 1]> Train loss = 0.43362| Valid loss = 0.37947
[ 11/20 ] <[0 0 1 0 0 1 1]> Train loss = 0.59991| Valid loss = 0.25678
[ 12/20 ] <[0 0 0 1 0 1 1]> <[0 0 0 1 0 1 1]> Train loss = 0.49566| Valid loss = 0.17024-> best
[ 13/20 ] <[0 1 1 0 1 0 1]> Train loss = 0.42363| Valid loss = 0.25691
[ 14/20 ] <[1 0 1 0 0 1 0]> Train loss = 1.03222| Valid loss = 0.63450
[ 15/20 ] <[1 0 0 0 0 0 0]> Train loss = 1.22402| Valid loss = 0.63908
[ 16/20 ] <[0 1 0 0 1 0 0]> Train loss = 0.80403| Valid loss = 0.59604
[ 17/20 ] <[0 1 1 1 1 0 1]> Train loss = 0.53057| Valid loss = 0.47899
[ 18/20 ] <[0 1 0 1 0 0 1]> Train loss = 0.40585| Valid loss = 0.21486
[ 19/20 ] <[1 0 1 0 0 0 0]> Train loss = 0.98308| Valid loss = 0.63618
