Namespace(batch_size=128, bit_range=2, code=[1, 1, 1, 1, 1, 1, 1], concat_n=10, do_test=True, do_train=True, dropout=0.5, exp_name=PosixPath('gru_8_512_0.5_minmax_concat_10'), ga=True, hidden_dim=512, hidden_layers=8, label=36, lr=0.0003, m_type='gru', max_node=7, nhead=64, num_chrom=20, num_epoch=500, num_iter=50, patience=1000, rate_cross=0.8, rate_mutate=0.3, seed=6666)
[ 01/20 ] <[1 1 1 1 1 0 1]> <[1 1 1 1 1 0 1]> Train loss = 1.01976| Valid loss = 0.60275-> best
[ 02/20 ] <[1 1 1 1 1 1 0]> Train loss = 1.08191| Valid loss = 0.63998
[ 03/20 ] <[0 1 0 1 0 1 1]> Train loss = 1.00623| Valid loss = 0.61941
[ 04/20 ] <[0 0 0 1 0 1 0]> Train loss = 0.92868| Valid loss = 0.62001
[ 05/20 ] <[0 0 1 1 1 0 1]> Train loss = 0.99701| Valid loss = 0.62659
[ 06/20 ] <[1 0 1 0 1 0 1]> Train loss = 1.02097| Valid loss = 0.63125
[ 07/20 ] <[1 0 1 0 1 0 1]> Train loss = 1.02097| Valid loss = 0.63125
[ 08/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.99384| Valid loss = 0.63731
[ 09/20 ] <[0 0 1 1 0 1 0]> Train loss = 0.99812| Valid loss = 0.63165
[ 10/20 ] <[1 0 0 1 1 0 1]> <[1 0 0 1 1 0 1]> Train loss = 0.98010| Valid loss = 0.59943-> best
[ 11/20 ] <[0 0 1 0 0 1 1]> Train loss = 1.01381| Valid loss = 0.62026
[ 12/20 ] <[0 0 0 1 0 1 1]> Train loss = 0.97444| Valid loss = 0.63557
[ 13/20 ] <[0 1 1 0 1 0 1]> Train loss = 0.95717| Valid loss = 0.61393
[ 14/20 ] <[1 0 1 0 0 1 0]> Train loss = 1.08831| Valid loss = 0.63616
[ 15/20 ] <[1 0 0 0 0 0 0]> Train loss = 1.22515| Valid loss = 0.63834
[ 16/20 ] <[0 1 0 0 1 0 0]> Train loss = 0.98648| Valid loss = 0.64281
[ 17/20 ] <[0 1 1 1 1 0 1]> Train loss = 0.99187| Valid loss = 0.61068
[ 18/20 ] <[0 1 0 1 0 0 1]> Train loss = 1.04003| Valid loss = 0.62614
[ 19/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.02574| Valid loss = 0.64190
[ 20/20 ] <[0 1 0 1 1 1 1]> Train loss = 0.94224| Valid loss = 0.60779

====[ GA iter 01/50 ]====
[ 01/20 ] <[1 0 0 1 1 1 1]> Train loss = 1.00514| Valid loss = 0.60686
[ 02/20 ] <[0 0 1 0 0 0 0]> Train loss = 1.12431| Valid loss = 0.63929
[ 03/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.99384| Valid loss = 0.63731
[ 04/20 ] <[1 1 1 1 0 0 1]> Train loss = 0.97335| Valid loss = 0.61545
[ 05/20 ] <[1 0 1 0 1 1 0]> Train loss = 1.04419| Valid loss = 0.63623
[ 06/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.96322| Valid loss = 0.61909
[ 07/20 ] <[1 1 0 1 0 0 0]> Train loss = 1.01376| Valid loss = 0.62622
[ 08/20 ] <[1 0 0 0 1 1 0]> Train loss = 1.01048| Valid loss = 0.62850
[ 09/20 ] <[1 1 1 0 0 1 1]> Train loss = 1.05208| Valid loss = 0.63127
[ 10/20 ] <[0 0 1 1 1 1 0]> Train loss = 1.02236| Valid loss = 0.62325
[ 11/20 ] <[0 1 0 1 1 0 1]> Train loss = 1.00401| Valid loss = 0.61247
[ 12/20 ] <[1 1 1 1 1 1 1]> <[1 1 1 1 1 1 1]> Train loss = 0.95932| Valid loss = 0.59370-> best
[ 13/20 ] <[0 0 0 0 0 1 0]> Train loss = 0.99384| Valid loss = 0.63731
[ 14/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.02574| Valid loss = 0.64190
[ 15/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.98203| Valid loss = 0.63773
[ 16/20 ] <[0 0 1 1 1 1 0]> Train loss = 1.02236| Valid loss = 0.62325
[ 17/20 ] <[0 1 0 1 0 1 0]> Train loss = 1.05438| Valid loss = 0.64284
[ 18/20 ] <[0 0 0 0 0 0 1]> Train loss = 0.98203| Valid loss = 0.63773
[ 19/20 ] <[0 1 0 0 1 0 0]> Train loss = 0.98648| Valid loss = 0.64281
[ 20/20 ] <[1 1 1 1 0 0 1]> Train loss = 0.97335| Valid loss = 0.61545

====[ GA iter 02/50 ]====
[ 01/20 ] <[1 1 1 1 1 1 1]> Train loss = 0.95932| Valid loss = 0.59370
[ 02/20 ] <[0 0 1 1 0 0 1]> Train loss = 0.96322| Valid loss = 0.61909
[ 03/20 ] <[1 0 1 0 0 0 0]> Train loss = 1.02574| Valid loss = 0.64190
[ 04/20 ] <[1 0 0 0 1 1 0]> Train loss = 1.01048| Valid loss = 0.62850
[ 05/20 ] <[1 0 0 1 1 1 0]> Train loss = 0.99240| Valid loss = 0.62749
[ 06/20 ] <[1 0 1 0 1 1 0]> Train loss = 1.04419| Valid loss = 0.63623
